grade,math,classtype
4,659,regular+aide
4,636,regular+aide
4,634,regular+aide
4,667,regular
4,655,regular+aide
4,667,regular+aide
4,564,small
4,622,small
4,624,small
4,614,small
4,651,regular+aide
4,648,regular+aide
4,629,regular+aide
4,678,regular
4,624,regular+aide
4,672,small
4,639,regular
4,631,regular+aide
4,577,regular+aide
4,544,regular+aide
4,591,regular
4,543,small
4,634,regular
4,616,regular
4,574,regular+aide
4,596,regular+aide
4,700,regular
4,593,small
4,616,regular+aide
4,610,regular
4,678,small
4,636,small
4,642,regular
4,645,small
4,562,regular
4,593,small
4,642,regular
4,651,small
4,655,regular+aide
4,549,regular
4,565,regular+aide
4,594,regular
4,559,small
4,636,regular
4,570,regular+aide
4,651,regular
4,636,small
4,591,small
4,604,regular+aide
4,642,small
4,594,regular+aide
4,752,regular
4,582,regular
4,667,regular+aide
4,586,small
4,585,regular+aide
4,631,regular+aide
4,642,small
4,651,small
4,562,regular+aide
4,624,small
4,629,regular+aide
4,589,small
4,659,regular+aide
4,603,regular+aide
4,574,regular
4,561,regular+aide
4,596,regular+aide
4,648,regular+aide
4,631,regular
4,624,regular
4,599,regular
4,536,regular
4,651,regular+aide
4,659,regular+aide
4,577,regular
4,603,regular+aide
4,558,regular
4,604,small
4,618,regular+aide
4,672,small
4,614,regular+aide
4,655,small
4,636,regular+aide
4,580,regular+aide
4,596,regular+aide
4,549,small
4,629,regular
4,604,small
4,639,regular+aide
4,626,regular
4,606,small
4,645,regular
4,634,small
4,614,regular+aide
4,636,regular+aide
4,667,regular+aide
4,700,small
4,552,small
4,634,small
4,589,small
4,667,regular
4,642,regular
4,614,regular
4,603,small
4,601,regular
4,624,small
4,594,regular+aide
4,678,regular+aide
4,604,regular
4,585,regular
4,585,regular+aide
4,586,regular
4,604,regular
4,655,small
4,642,regular+aide
4,604,regular+aide
4,651,small
4,586,regular
4,594,regular+aide
4,614,small
4,659,small
4,585,regular+aide
4,591,regular+aide
4,528,small
4,667,regular
4,639,regular
4,612,regular+aide
4,618,regular+aide
4,588,regular
4,672,small
4,535,regular
4,604,regular+aide
4,604,regular+aide
4,636,small
4,577,regular+aide
4,659,regular+aide
4,616,small
4,624,regular+aide
4,626,small
4,663,regular
4,616,small
4,604,regular+aide
4,593,regular+aide
4,629,small
4,586,regular+aide
4,606,regular+aide
4,663,regular+aide
4,691,regular+aide
4,582,regular
4,588,regular
4,574,regular
4,624,regular
4,629,regular+aide
4,648,regular+aide
4,603,small
4,711,small
4,624,regular
4,626,regular
4,540,regular+aide
4,583,small
4,642,small
4,626,small
4,678,regular
4,544,regular
4,583,regular+aide
4,559,small
4,568,regular+aide
4,599,regular+aide
4,645,regular+aide
4,678,regular+aide
4,608,regular
4,655,regular
4,648,regular
4,618,regular
4,624,regular
4,655,regular+aide
4,642,small
4,711,regular
4,603,regular+aide
4,622,regular
4,580,regular+aide
4,645,regular
4,573,regular+aide
4,639,regular+aide
4,588,regular+aide
4,678,regular
4,639,regular+aide
4,667,regular+aide
4,663,regular+aide
4,648,small
4,614,small
4,554,regular
4,522,regular+aide
4,616,regular+aide
4,667,small
4,571,regular+aide
4,612,small
4,568,regular+aide
4,663,regular
4,577,regular+aide
4,576,regular+aide
4,626,regular+aide
4,541,regular
4,610,small
4,562,regular+aide
4,639,small
4,655,regular+aide
4,585,regular+aide
4,629,regular
4,618,regular
4,678,small
4,603,regular+aide
4,591,regular+aide
4,604,regular
4,608,small
4,588,regular
4,573,regular+aide
4,604,regular
4,620,small
4,556,regular
4,645,small
4,571,small
4,606,small
4,648,regular+aide
4,663,small
4,601,small
4,612,regular+aide
4,648,regular+aide
4,691,regular
4,620,regular+aide
4,601,small
4,555,regular
4,568,regular+aide
4,559,small
4,610,small
4,626,regular+aide
4,700,regular+aide
4,576,regular+aide
4,612,regular+aide
4,567,regular
4,582,regular
4,585,regular
4,610,regular+aide
4,620,regular+aide
4,591,regular
4,648,regular
4,642,regular+aide
4,593,small
4,672,small
4,583,regular+aide
4,672,small
4,610,regular+aide
4,604,regular+aide
4,535,regular+aide
4,608,regular+aide
4,672,small
4,663,small
4,580,small
4,620,small
4,667,regular+aide
4,622,regular
4,667,regular+aide
4,599,regular
4,601,regular
4,631,regular
4,582,regular
4,586,regular
4,612,regular
4,610,small
4,629,small
4,573,regular+aide
4,691,regular
4,620,small
4,618,regular
4,631,small
4,606,regular+aide
4,645,regular
4,626,regular
4,645,small
4,608,regular
4,634,small
4,639,regular
4,556,regular
4,608,regular
4,618,small
4,655,regular
4,588,regular+aide
4,616,small
4,601,regular
4,580,regular+aide
4,588,small
4,642,regular+aide
4,622,small
4,604,regular+aide
4,634,regular+aide
4,667,small
4,684,regular+aide
4,651,regular+aide
4,558,regular+aide
4,558,regular+aide
4,645,small
4,684,regular+aide
4,726,regular
4,544,small
4,620,regular+aide
4,583,regular
4,610,regular+aide
4,620,regular
4,667,regular
4,601,regular
4,570,regular+aide
4,663,regular
4,678,small
4,585,small
4,672,small
4,651,small
4,574,regular
4,571,regular
4,614,regular
4,604,regular
4,577,regular
4,586,regular
4,580,regular+aide
4,618,regular+aide
4,642,regular+aide
4,577,regular+aide
4,655,small
4,583,regular+aide
4,568,small
4,636,small
4,616,small
4,629,small
4,616,small
4,597,small
4,614,small
4,614,regular+aide
4,626,regular+aide
4,612,regular+aide
4,659,small
4,678,regular+aide
4,636,regular+aide
4,599,small
4,648,regular+aide
4,582,regular+aide
4,659,regular
4,606,small
4,591,regular+aide
4,601,regular
4,624,regular
4,603,regular
4,655,regular
4,554,regular+aide
4,601,regular+aide
4,636,regular+aide
4,571,regular+aide
4,540,regular+aide
4,626,regular+aide
4,626,regular
4,594,small
4,620,regular
4,618,regular
4,586,regular+aide
4,616,regular+aide
4,663,regular+aide
4,655,small
4,593,regular+aide
4,616,small
4,631,regular
4,612,regular
4,726,small
4,573,regular+aide
4,642,regular
4,672,small
4,626,regular+aide
4,594,small
4,651,regular
4,610,small
4,651,regular
4,585,regular
4,622,regular
4,634,regular
4,599,regular+aide
4,642,regular+aide
4,577,regular
4,620,small
4,603,regular
4,594,regular+aide
4,659,small
4,599,regular
4,678,regular+aide
4,655,regular
4,568,small
4,614,regular+aide
4,614,regular+aide
4,629,small
4,610,regular+aide
4,601,regular
4,634,regular
4,726,small
4,622,regular+aide
4,626,regular
4,667,small
4,582,regular+aide
4,589,small
4,616,small
4,629,small
4,583,regular+aide
4,562,regular+aide
4,684,regular
4,601,small
4,614,small
4,629,regular+aide
4,614,regular
4,678,small
4,594,regular+aide
4,642,regular+aide
4,543,small
4,678,small
4,610,small
4,626,regular
4,636,small
4,642,regular+aide
4,659,regular
4,585,regular
4,636,regular
4,601,regular
4,606,regular+aide
4,626,small
4,636,small
4,603,small
4,564,regular+aide
4,618,regular+aide
4,588,small
4,596,regular
4,645,regular
4,593,regular
4,577,small
4,629,regular+aide
4,663,regular+aide
4,565,small
4,631,regular
4,599,regular
4,610,regular
4,684,small
4,594,regular
4,624,regular+aide
4,610,regular+aide
4,608,regular
4,620,regular
4,691,regular
4,616,regular
4,603,regular+aide
4,556,regular
4,601,regular+aide
4,636,regular
4,672,regular
4,612,regular+aide
4,604,regular+aide
4,636,regular+aide
4,651,regular+aide
4,614,regular+aide
4,642,small
4,691,regular
4,618,small
4,620,regular+aide
4,538,regular+aide
4,651,regular+aide
4,629,small
4,567,regular+aide
4,594,regular+aide
4,580,regular
4,599,regular+aide
4,604,regular+aide
4,610,regular+aide
4,626,regular
4,610,regular
4,663,regular+aide
4,614,small
4,568,small
4,626,regular
4,573,regular+aide
4,616,small
4,624,regular
4,576,regular
4,589,small
4,524,regular
4,599,small
4,672,regular
4,629,regular+aide
4,586,regular
4,629,regular
4,540,small
4,597,regular+aide
4,691,regular
4,659,regular+aide
4,610,small
4,573,small
4,629,regular
4,618,regular+aide
4,524,small
4,624,regular+aide
4,573,regular
4,667,small
4,622,regular+aide
4,606,regular+aide
4,629,regular+aide
4,599,regular+aide
4,642,regular
4,700,regular
4,651,small
4,634,regular+aide
4,667,small
4,672,regular+aide
4,597,small
4,570,regular
4,636,regular
4,629,small
4,596,regular
4,603,small
4,550,regular+aide
4,667,regular+aide
4,577,regular
4,618,small
4,531,regular+aide
4,645,regular
4,606,regular+aide
4,579,small
4,622,regular+aide
4,672,regular
4,601,regular
4,616,regular
4,606,small
4,651,small
4,726,small
4,601,regular
4,645,small
4,616,regular
4,639,regular+aide
4,663,regular
4,659,regular+aide
4,684,small
4,559,regular+aide
4,596,regular+aide
4,645,small
4,655,regular
4,659,small
4,642,regular
4,655,regular+aide
4,614,regular+aide
4,579,regular+aide
4,634,regular+aide
4,612,regular
4,588,regular+aide
4,593,regular+aide
4,642,regular+aide
4,631,regular
4,612,small
4,684,regular
4,606,regular+aide
4,622,regular+aide
4,608,regular
4,546,small
4,648,regular
4,620,regular
4,614,small
4,639,regular
4,541,regular+aide
4,711,small
4,583,regular
4,588,small
4,634,regular
4,659,small
4,596,regular+aide
4,645,regular+aide
4,570,regular
4,535,regular+aide
4,651,regular
4,618,regular+aide
4,576,regular
4,594,regular
4,591,regular+aide
4,629,regular+aide
4,648,small
4,626,regular+aide
4,591,regular
4,612,regular
4,636,regular+aide
4,667,regular
4,586,small
4,612,regular
4,582,regular
4,577,small
4,626,regular
4,610,small
4,663,small
4,614,regular+aide
4,659,regular
4,574,small
4,624,small
4,546,regular+aide
4,580,regular
4,634,regular+aide
4,601,small
4,564,regular
4,597,regular+aide
4,564,regular
4,614,regular+aide
4,622,regular+aide
4,559,regular+aide
4,594,small
4,597,small
4,629,small
4,610,regular
4,684,regular+aide
4,663,small
4,612,small
4,663,regular
4,659,regular+aide
4,547,small
4,634,small
4,642,regular+aide
4,614,regular
4,618,regular
4,606,small
4,616,regular+aide
4,655,regular+aide
4,651,regular+aide
4,678,regular+aide
4,546,small
4,588,small
4,585,small
4,599,regular
4,659,regular+aide
4,655,regular+aide
4,678,regular+aide
4,700,small
4,616,small
4,554,small
4,579,regular
4,645,regular
4,691,regular+aide
4,580,regular
4,624,regular
4,667,regular
4,651,small
4,639,regular
4,639,regular
4,565,regular
4,606,regular
4,583,regular+aide
4,593,small
4,636,regular+aide
4,651,regular+aide
4,588,small
4,620,regular
4,636,regular
4,552,small
4,651,regular
4,711,regular
4,691,small
4,579,regular
4,585,regular
4,610,small
4,591,regular
4,597,regular+aide
4,541,small
4,629,regular+aide
4,526,regular+aide
4,589,regular
4,648,regular+aide
4,568,regular+aide
4,603,regular
4,577,regular+aide
4,684,regular+aide
4,624,regular+aide
4,601,regular
4,555,regular
4,564,regular+aide
4,629,small
4,585,small
4,655,regular+aide
4,622,small
4,620,regular
4,752,regular+aide
4,678,small
4,634,small
4,726,regular
4,614,regular
4,645,regular+aide
4,626,regular
4,620,small
4,631,regular
4,626,regular+aide
4,684,regular
4,610,regular+aide
4,631,regular
4,610,regular
4,614,small
4,672,regular
4,583,regular
4,604,small
4,593,regular
4,634,regular+aide
4,684,regular+aide
4,651,regular+aide
4,568,regular
4,629,regular
4,594,regular+aide
4,618,regular
4,589,small
4,582,regular+aide
4,573,regular+aide
4,612,regular+aide
4,608,regular+aide
4,700,small
4,570,regular+aide
4,574,small
4,567,regular
4,606,regular+aide
4,576,regular+aide
4,700,small
4,622,small
4,550,regular+aide
4,655,small
4,562,regular+aide
4,599,regular
4,648,regular+aide
4,583,regular
4,663,regular
4,639,regular+aide
4,543,small
4,606,small
4,593,regular+aide
4,655,regular+aide
4,684,regular+aide
4,636,regular+aide
4,601,small
4,591,small
4,659,small
4,622,small
4,571,regular+aide
4,642,regular+aide
4,642,small
4,538,regular+aide
4,651,regular
4,655,small
4,608,regular
4,601,regular
4,622,regular+aide
4,618,regular
4,663,small
4,565,regular+aide
4,684,small
4,626,regular+aide
4,589,regular
4,626,regular+aide
4,585,small
4,579,regular
4,622,regular+aide
4,622,regular+aide
4,645,small
4,565,small
4,651,small
4,606,small
4,620,small
4,616,regular+aide
4,601,regular
4,573,small
4,591,regular+aide
4,570,regular+aide
4,631,regular+aide
4,616,small
4,752,regular
4,606,regular
4,591,regular+aide
4,626,regular
4,573,regular
4,616,small
4,620,regular+aide
4,700,regular+aide
4,624,small
4,599,regular+aide
4,642,regular+aide
4,618,regular+aide
4,538,regular
4,618,regular
4,672,small
4,620,regular
4,612,small
4,589,regular+aide
4,535,regular+aide
4,610,small
4,564,regular
4,620,regular+aide
4,573,regular+aide
4,620,regular+aide
4,700,small
4,645,small
4,651,regular
4,562,small
4,562,regular
4,596,small
4,629,regular+aide
4,645,small
4,726,small
4,571,small
4,634,regular
4,659,regular
4,564,small
4,580,regular+aide
4,659,regular
4,601,small
4,610,regular
4,691,regular
4,700,regular+aide
4,606,small
4,582,small
4,576,regular+aide
4,593,regular
4,564,regular+aide
4,576,regular
4,642,regular
4,624,regular
4,648,regular
4,629,regular+aide
4,659,small
4,599,regular
4,616,small
4,620,small
4,622,regular+aide
4,645,regular+aide
4,629,small
4,629,regular+aide
4,629,regular
4,631,regular+aide
4,672,small
4,678,small
4,663,small
4,636,regular
4,599,regular
4,538,regular+aide
4,589,small
4,593,small
4,559,regular
4,651,regular+aide
4,684,small
4,655,regular
4,663,regular+aide
4,597,small
4,561,regular
4,567,regular
4,659,regular
4,700,small
4,639,regular
4,663,small
4,588,regular
4,558,regular
4,634,regular+aide
4,610,regular+aide
4,774,regular+aide
4,554,regular+aide
4,573,regular+aide
4,550,regular
4,645,regular
4,639,regular
4,570,small
4,634,small
4,700,regular+aide
4,639,regular
4,599,regular
4,582,regular+aide
4,672,small
4,663,small
4,634,small
4,618,small
4,626,small
4,620,small
4,562,regular+aide
4,663,small
4,634,small
4,651,regular+aide
4,565,regular
4,603,small
4,576,small
4,559,regular+aide
4,594,small
4,585,small
4,663,regular+aide
4,596,regular+aide
4,678,regular
4,604,regular+aide
4,629,small
4,562,regular+aide
4,571,regular+aide
4,596,regular+aide
4,639,small
4,582,regular+aide
4,667,regular
4,614,regular
4,577,regular+aide
4,629,regular+aide
4,672,small
4,616,small
4,603,regular+aide
4,576,regular
4,651,regular+aide
4,648,regular+aide
4,540,small
4,620,regular
4,655,regular+aide
4,663,small
4,639,small
4,629,regular
4,614,regular
4,601,small
4,626,regular
4,603,small
4,554,regular+aide
4,678,small
4,634,small
4,604,regular+aide
4,636,regular
4,558,regular+aide
4,577,small
4,642,regular
4,618,regular+aide
4,597,regular+aide
4,651,regular+aide
4,603,regular+aide
4,574,regular
4,672,small
4,608,regular+aide
4,618,regular
4,606,small
4,573,small
4,651,small
4,629,regular+aide
4,588,regular
4,629,small
4,604,regular
4,700,small
4,631,regular+aide
4,655,regular+aide
4,629,small
4,541,regular
4,624,regular+aide
4,556,regular+aide
4,596,regular
4,576,small
4,582,regular
4,618,regular
4,651,regular
4,678,regular+aide
4,672,regular+aide
4,642,regular+aide
4,726,small
4,620,regular
4,597,regular
4,608,regular
4,594,small
4,648,small
4,583,regular
4,585,small
4,700,regular+aide
4,659,regular
4,620,small
4,626,regular+aide
4,678,small
4,672,regular
4,700,regular+aide
4,663,regular
4,585,regular+aide
4,603,regular+aide
4,597,regular
4,570,regular+aide
4,591,regular
4,559,regular+aide
4,726,regular+aide
4,582,regular+aide
4,576,regular+aide
4,585,regular+aide
4,618,regular
4,648,small
4,564,regular
4,585,small
4,618,small
4,639,regular+aide
4,576,regular+aide
4,645,regular
4,577,regular
4,593,regular+aide
4,629,regular+aide
4,593,regular+aide
4,631,small
4,597,regular+aide
4,642,regular+aide
4,573,regular
4,608,regular
4,588,small
4,634,regular
4,645,regular+aide
4,618,regular+aide
4,594,regular
4,672,regular+aide
4,588,regular+aide
4,576,regular
4,558,small
4,659,regular+aide
4,659,regular
4,645,small
4,579,regular+aide
4,648,regular
4,589,regular+aide
4,614,small
4,583,regular+aide
4,594,regular+aide
4,655,regular
4,616,small
4,612,regular+aide
4,583,regular
4,579,small
4,645,regular
4,659,regular
4,604,regular
4,588,regular
4,582,regular+aide
4,645,regular+aide
4,622,regular
4,608,regular+aide
4,591,regular
4,636,small
4,648,regular+aide
4,636,regular+aide
4,604,regular+aide
4,631,regular+aide
4,655,small
4,596,regular+aide
4,589,regular+aide
4,624,regular+aide
4,608,regular+aide
4,597,regular+aide
4,573,regular+aide
4,568,regular+aide
4,536,regular+aide
4,636,regular
4,631,regular+aide
4,596,small
4,573,regular
4,711,small
4,691,regular+aide
4,567,regular
4,626,regular+aide
4,554,regular
4,603,small
4,634,regular
4,582,regular+aide
4,639,small
4,608,regular
4,610,small
4,555,small
4,586,regular
4,667,regular
4,580,small
4,672,small
4,614,small
4,596,regular+aide
4,594,regular+aide
4,591,regular
4,594,regular+aide
4,603,small
4,618,regular
4,558,small
4,659,regular+aide
4,610,small
4,614,small
4,631,small
4,667,regular+aide
4,629,small
4,589,regular+aide
4,601,regular
4,597,small
4,594,small
4,620,regular+aide
4,601,regular+aide
4,573,regular+aide
4,606,small
4,608,regular
4,774,small
4,655,regular+aide
4,655,regular+aide
4,599,regular
4,645,regular
4,622,small
4,614,regular+aide
4,604,regular+aide
4,550,small
4,604,small
4,603,regular+aide
4,648,small
4,691,regular+aide
4,645,regular
4,663,small
4,573,regular+aide
4,610,regular
4,631,regular+aide
4,678,small
4,610,small
4,651,regular+aide
4,614,regular+aide
4,616,regular
4,585,small
4,639,regular
4,634,regular
4,672,regular+aide
4,589,regular
4,567,regular+aide
4,570,regular+aide
4,599,regular
4,678,regular+aide
4,603,small
4,620,regular+aide
4,610,regular+aide
4,672,small
4,596,small
4,610,regular+aide
4,604,small
4,571,small
4,622,regular
4,604,regular+aide
4,678,regular+aide
4,591,small
4,622,small
4,659,regular+aide
4,608,small
4,585,regular+aide
4,608,regular
4,634,small
4,530,small
4,626,regular
4,597,regular
4,546,regular+aide
4,614,small
4,577,regular+aide
4,636,regular+aide
4,655,small
4,663,regular
4,636,regular+aide
4,639,regular+aide
4,639,small
4,556,regular
4,601,regular+aide
4,645,small
4,691,regular+aide
4,568,regular+aide
4,648,regular+aide
4,684,regular+aide
