grade,math,gender,classtype,ethnicity,lunch
4,599,female,regular,afam,free
4,549,female,regular+aide,cauc,free
4,663,female,small,cauc,non-free
4,596,male,regular+aide,cauc,non-free
4,711,male,small,cauc,non-free
4,678,female,small,cauc,non-free
4,554,female,regular,afam,free
4,614,male,regular,cauc,non-free
4,582,female,small,afam,non-free
4,576,male,regular,afam,free
4,620,female,small,afam,free
4,594,male,small,cauc,free
4,564,female,regular,afam,free
4,626,male,regular+aide,cauc,non-free
4,629,female,small,cauc,non-free
4,597,female,small,afam,non-free
4,700,male,regular,cauc,free
4,726,male,regular+aide,cauc,non-free
4,684,male,regular+aide,cauc,free
4,593,female,regular,afam,free
4,620,male,regular+aide,cauc,non-free
4,546,male,regular+aide,afam,free
4,612,male,small,cauc,free
4,610,female,regular,cauc,non-free
4,634,female,regular+aide,afam,non-free
4,597,male,regular+aide,cauc,free
4,614,female,regular+aide,cauc,non-free
4,636,male,small,cauc,non-free
4,588,male,regular,afam,free
4,626,female,regular,afam,free
4,620,male,regular+aide,cauc,free
4,574,male,regular,afam,free
4,684,female,regular+aide,cauc,free
4,604,female,regular+aide,cauc,non-free
4,616,female,small,cauc,non-free
4,663,female,regular+aide,cauc,non-free
4,536,female,regular,cauc,non-free
4,601,male,regular,cauc,non-free
4,608,female,regular,afam,non-free
4,655,male,regular,cauc,non-free
4,585,female,regular,afam,free
4,626,male,small,cauc,non-free
4,597,male,small,hispanic,free
4,603,female,small,cauc,non-free
4,684,male,regular+aide,afam,non-free
4,663,male,small,cauc,free
4,700,female,regular+aide,cauc,non-free
4,579,female,small,afam,free
4,620,male,regular,afam,non-free
4,579,female,regular,afam,free
4,586,male,regular+aide,cauc,non-free
4,574,male,small,afam,free
4,626,female,small,afam,non-free
4,629,male,small,cauc,non-free
4,631,female,regular+aide,cauc,free
4,667,male,regular+aide,cauc,non-free
4,536,male,small,cauc,non-free
4,651,female,regular,cauc,non-free
4,648,male,regular+aide,cauc,non-free
4,591,male,small,afam,free
4,601,male,small,cauc,non-free
4,667,female,regular+aide,cauc,non-free
4,559,female,small,cauc,non-free
4,599,male,regular,cauc,free
4,614,male,regular+aide,cauc,free
4,726,female,small,cauc,non-free
4,639,female,regular,cauc,non-free
4,663,female,small,cauc,non-free
4,616,female,small,cauc,non-free
4,645,female,regular+aide,cauc,non-free
4,655,female,small,afam,non-free
4,631,female,regular+aide,afam,free
4,540,female,small,afam,free
4,601,male,regular,cauc,non-free
4,684,female,small,afam,free
4,631,male,regular+aide,afam,non-free
4,678,female,small,cauc,non-free
4,711,female,regular+aide,cauc,non-free
4,651,female,small,cauc,free
4,622,female,regular,afam,non-free
4,583,male,regular+aide,afam,free
4,622,male,regular,cauc,non-free
4,636,male,regular+aide,cauc,free
4,597,male,regular,afam,free
4,554,female,regular,afam,free
4,608,female,small,cauc,non-free
4,659,female,regular,cauc,non-free
4,651,female,regular,cauc,non-free
4,541,female,regular,cauc,free
4,574,male,regular,afam,free
4,577,male,small,cauc,free
4,594,male,regular,cauc,free
4,583,male,regular,afam,free
4,622,female,regular+aide,afam,free
4,614,female,small,cauc,non-free
4,580,male,regular+aide,cauc,non-free
4,565,female,regular,cauc,non-free
4,624,male,small,cauc,free
4,636,male,small,cauc,non-free
4,549,female,regular+aide,afam,free
4,568,male,regular,cauc,non-free
4,604,male,regular+aide,cauc,non-free
4,591,female,regular,cauc,free
4,608,male,regular,cauc,free
4,618,male,small,afam,free
4,634,female,regular+aide,afam,non-free
4,604,male,regular+aide,cauc,free
4,631,female,regular+aide,cauc,free
4,620,male,small,cauc,non-free
4,622,male,regular,cauc,non-free
4,684,male,regular,cauc,non-free
4,663,female,small,afam,free
4,639,female,regular+aide,cauc,non-free
4,631,male,regular+aide,cauc,free
4,533,female,regular,afam,free
4,589,male,regular+aide,afam,free
4,636,female,regular+aide,cauc,non-free
4,672,male,regular,cauc,non-free
4,678,male,regular+aide,afam,non-free
4,556,male,regular,afam,free
4,594,female,regular+aide,afam,free
4,620,female,regular,cauc,non-free
4,561,female,small,afam,free
4,622,male,regular+aide,cauc,free
4,571,male,small,afam,free
4,601,female,regular,afam,non-free
4,604,female,regular+aide,afam,free
4,616,male,regular,cauc,non-free
4,645,male,small,cauc,non-free
4,586,female,regular,cauc,non-free
4,603,female,regular,cauc,non-free
4,547,male,regular+aide,afam,free
4,612,male,regular+aide,afam,free
4,624,female,regular,cauc,non-free
4,604,female,regular,afam,free
4,659,male,regular+aide,afam,free
4,667,male,regular,cauc,non-free
4,597,male,regular+aide,cauc,non-free
4,648,female,regular,cauc,non-free
4,639,female,regular+aide,cauc,non-free
4,564,female,regular+aide,afam,free
4,622,female,regular+aide,cauc,free
4,606,male,regular+aide,cauc,free
4,634,male,small,cauc,free
4,610,female,small,cauc,non-free
4,645,female,small,cauc,free
4,585,female,regular,afam,free
4,582,male,small,afam,free
4,655,male,small,cauc,free
4,631,female,regular+aide,cauc,non-free
4,626,female,regular,cauc,non-free
4,604,female,regular,cauc,non-free
4,564,male,small,cauc,non-free
4,629,male,regular,cauc,free
4,639,male,small,cauc,non-free
4,608,female,regular,cauc,non-free
4,601,male,regular,cauc,non-free
4,684,male,small,cauc,non-free
4,624,female,regular+aide,cauc,non-free
4,561,male,regular+aide,afam,free
4,614,male,regular,cauc,non-free
4,639,male,regular+aide,afam,non-free
4,629,female,regular+aide,cauc,non-free
4,582,male,regular+aide,cauc,non-free
4,547,male,regular+aide,afam,free
4,659,male,small,cauc,non-free
4,642,female,regular+aide,afam,non-free
4,606,female,regular+aide,cauc,non-free
4,636,male,small,afam,non-free
4,655,male,regular,cauc,non-free
4,711,male,regular+aide,cauc,non-free
4,608,male,regular+aide,cauc,free
4,591,female,regular,afam,free
4,667,female,small,cauc,free
4,577,female,regular+aide,afam,free
4,596,male,small,cauc,free
4,624,female,regular+aide,cauc,free
4,583,male,regular,cauc,free
4,599,male,small,cauc,non-free
4,636,female,regular+aide,cauc,non-free
4,603,male,regular+aide,cauc,non-free
4,576,female,small,afam,free
4,642,male,regular,cauc,non-free
4,588,female,small,cauc,free
4,642,female,regular+aide,cauc,non-free
4,616,female,regular,cauc,non-free
4,585,male,regular,afam,free
4,577,male,small,cauc,free
4,588,male,small,afam,free
4,636,female,regular,cauc,non-free
4,655,male,small,cauc,non-free
4,642,male,regular+aide,afam,free
4,622,male,small,cauc,free
4,594,female,regular,afam,free
4,612,female,regular,cauc,free
4,639,male,small,cauc,non-free
4,631,male,small,cauc,free
4,651,female,small,cauc,non-free
4,655,female,small,afam,non-free
4,624,male,regular+aide,cauc,non-free
4,622,male,small,afam,non-free
4,659,female,regular+aide,cauc,free
4,620,female,regular+aide,cauc,free
4,636,male,small,afam,free
4,612,male,regular+aide,afam,free
4,571,female,small,cauc,non-free
4,565,male,regular,cauc,free
4,639,female,small,cauc,free
4,663,female,regular,cauc,non-free
4,606,male,small,afam,non-free
4,678,female,regular+aide,cauc,non-free
4,586,female,regular,cauc,non-free
4,579,female,regular,cauc,non-free
4,651,male,small,cauc,free
4,645,male,small,cauc,free
4,570,male,regular,afam,free
4,601,male,small,cauc,non-free
4,616,female,small,cauc,free
4,612,male,regular,afam,free
4,604,female,small,cauc,non-free
4,588,female,regular+aide,afam,free
4,629,female,regular,afam,non-free
4,622,male,small,afam,non-free
4,667,male,regular,cauc,non-free
4,606,male,small,afam,non-free
4,629,female,regular,cauc,non-free
4,586,male,small,afam,free
4,655,male,small,cauc,non-free
4,629,male,small,afam,free
4,626,female,small,afam,free
4,648,male,small,afam,free
4,631,male,regular,cauc,non-free
4,589,female,regular,cauc,non-free
4,580,female,regular+aide,cauc,non-free
4,631,female,regular,afam,non-free
4,559,female,regular,afam,free
4,636,male,small,cauc,non-free
4,645,female,small,cauc,free
4,645,male,regular+aide,cauc,non-free
4,636,male,small,afam,free
4,614,male,regular+aide,afam,free
4,554,female,small,cauc,non-free
4,594,male,regular+aide,afam,free
4,678,female,regular+aide,cauc,non-free
4,593,male,regular,afam,free
4,651,male,regular,afam,free
4,582,male,small,afam,non-free
4,622,male,regular+aide,afam,non-free
4,631,male,small,cauc,non-free
4,582,male,small,cauc,non-free
4,612,female,small,cauc,non-free
4,620,male,regular+aide,cauc,non-free
4,608,male,regular+aide,afam,free
4,631,female,regular,cauc,non-free
4,667,female,regular+aide,cauc,non-free
4,672,male,regular,cauc,non-free
4,564,female,regular,afam,free
4,597,female,regular,afam,free
4,645,male,small,cauc,non-free
4,585,male,regular+aide,cauc,non-free
4,648,male,regular+aide,cauc,non-free
4,672,male,small,cauc,non-free
4,618,female,small,cauc,free
4,604,male,regular,cauc,non-free
4,574,female,regular,afam,free
4,624,female,regular,cauc,free
4,594,female,small,cauc,non-free
4,645,male,regular+aide,cauc,free
4,663,male,small,cauc,non-free
4,579,female,small,cauc,free
4,599,male,regular+aide,cauc,non-free
4,593,female,regular+aide,afam,free
4,583,male,regular+aide,afam,non-free
4,604,male,regular,cauc,non-free
4,672,female,regular,cauc,non-free
4,616,female,small,cauc,non-free
4,599,female,regular+aide,afam,free
4,603,female,small,cauc,free
4,629,male,regular+aide,afam,non-free
4,558,male,regular+aide,afam,free
4,564,female,regular,afam,free
4,579,male,regular,cauc,non-free
4,604,male,small,cauc,non-free
4,622,male,regular,afam,non-free
4,663,male,regular,cauc,non-free
4,659,male,regular+aide,afam,non-free
4,568,female,regular,cauc,non-free
4,684,female,regular+aide,cauc,non-free
4,659,female,small,afam,free
4,645,male,regular,cauc,non-free
4,659,female,small,cauc,non-free
4,588,female,regular+aide,afam,free
4,659,male,regular,cauc,non-free
4,655,female,small,cauc,non-free
4,645,male,regular,afam,free
4,526,female,regular+aide,afam,free
4,604,male,regular,afam,free
4,626,female,regular+aide,afam,free
4,636,male,regular+aide,afam,free
4,554,female,regular,afam,free
4,612,female,regular+aide,cauc,non-free
4,591,male,small,afam,free
4,588,female,regular+aide,cauc,non-free
4,624,male,regular+aide,cauc,non-free
4,567,male,small,afam,free
4,642,female,regular,afam,free
4,618,female,regular,cauc,free
4,631,female,small,afam,free
4,596,female,regular,cauc,non-free
4,663,female,regular,cauc,non-free
4,618,male,regular,afam,non-free
4,549,male,regular+aide,afam,free
4,636,female,small,cauc,free
4,663,male,regular+aide,cauc,non-free
4,663,male,regular,cauc,non-free
4,564,female,regular,afam,non-free
4,667,female,regular,cauc,non-free
4,684,male,regular,cauc,free
4,651,female,regular+aide,cauc,free
4,599,male,regular,cauc,non-free
4,629,male,regular,cauc,free
4,593,female,regular+aide,cauc,free
4,573,male,regular,afam,free
4,667,male,regular,cauc,non-free
4,579,male,regular,cauc,non-free
4,554,male,regular+aide,afam,free
4,601,female,small,cauc,free
4,672,male,regular,cauc,non-free
4,606,female,regular+aide,cauc,non-free
4,618,female,regular,cauc,free
4,672,female,small,afam,free
4,606,male,regular+aide,cauc,non-free
4,642,female,regular+aide,afam,free
4,573,female,regular+aide,cauc,free
4,659,female,regular+aide,cauc,non-free
4,580,male,regular,cauc,free
4,580,male,regular+aide,afam,free
4,636,male,small,afam,free
4,571,male,small,afam,free
4,582,female,regular,afam,free
4,672,female,small,cauc,free
4,622,female,regular+aide,cauc,non-free
4,568,female,regular+aide,cauc,non-free
4,618,female,regular,afam,free
4,552,female,small,cauc,free
4,655,male,regular+aide,cauc,free
4,678,male,small,cauc,non-free
4,659,female,regular+aide,cauc,non-free
4,678,male,small,cauc,non-free
4,648,male,regular,cauc,non-free
4,651,male,regular,cauc,non-free
4,589,female,regular,cauc,non-free
4,612,male,regular+aide,cauc,non-free
4,559,male,regular,cauc,non-free
4,624,female,small,cauc,non-free
4,586,male,regular+aide,afam,free
4,606,female,regular+aide,cauc,non-free
4,642,female,small,afam,non-free
4,603,male,regular+aide,cauc,free
4,571,male,regular+aide,afam,free
4,559,male,regular+aide,afam,non-free
4,642,male,regular,cauc,non-free
4,614,male,small,afam,free
4,631,male,regular+aide,cauc,non-free
4,601,male,regular,cauc,free
4,634,female,regular,cauc,free
4,603,female,regular,cauc,non-free
4,622,male,regular,afam,non-free
4,562,male,regular+aide,cauc,free
4,568,male,regular,afam,free
4,711,female,small,cauc,non-free
4,639,male,regular,cauc,non-free
4,663,female,regular,cauc,free
4,667,male,regular+aide,cauc,free
4,618,male,regular+aide,cauc,free
4,655,male,small,cauc,non-free
4,603,female,small,cauc,free
4,593,male,regular,cauc,non-free
4,618,male,regular+aide,afam,free
4,634,male,regular+aide,cauc,non-free
4,639,male,regular,afam,free
4,622,female,regular,cauc,non-free
4,593,male,regular+aide,afam,free
4,618,male,regular+aide,afam,non-free
4,752,male,regular,cauc,non-free
4,659,male,regular+aide,cauc,non-free
4,711,male,small,cauc,non-free
4,601,male,regular+aide,cauc,non-free
4,672,male,regular+aide,cauc,non-free
4,593,female,small,afam,free
4,636,female,regular,cauc,free
4,700,male,regular,cauc,non-free
4,620,female,regular,afam,non-free
4,528,male,regular,afam,free
4,593,male,regular,cauc,non-free
4,622,female,small,cauc,non-free
4,629,female,regular,afam,free
4,574,female,regular+aide,afam,free
4,636,female,small,cauc,non-free
4,672,male,regular,cauc,non-free
4,588,female,small,afam,non-free
4,672,female,small,cauc,non-free
4,659,male,regular,cauc,non-free
4,594,male,small,afam,non-free
4,589,male,regular+aide,cauc,non-free
4,519,male,small,afam,non-free
4,574,female,small,cauc,free
4,678,female,small,cauc,non-free
4,586,female,regular,cauc,non-free
4,583,male,small,cauc,free
4,535,female,small,cauc,free
4,631,female,regular,cauc,non-free
4,589,male,regular,afam,non-free
4,610,male,regular+aide,cauc,non-free
4,612,male,regular,afam,free
4,571,male,regular+aide,cauc,free
4,678,male,small,cauc,non-free
4,571,female,regular+aide,cauc,non-free
4,626,male,regular+aide,cauc,non-free
4,672,male,small,cauc,non-free
4,567,male,small,afam,free
4,648,female,regular+aide,afam,free
4,610,female,regular,cauc,non-free
4,624,male,regular,cauc,non-free
4,608,female,regular+aide,cauc,free
4,530,male,small,afam,free
4,616,female,regular,afam,free
4,648,male,regular,cauc,non-free
4,624,male,regular,cauc,free
4,616,male,small,afam,free
4,610,male,small,cauc,free
4,636,male,regular,cauc,free
4,645,male,regular,afam,non-free
4,624,female,regular,afam,non-free
4,579,female,regular+aide,cauc,non-free
4,614,male,regular+aide,cauc,non-free
4,634,female,regular+aide,afam,non-free
4,684,female,small,cauc,non-free
4,624,male,small,cauc,non-free
4,556,female,regular,afam,free
4,663,female,regular+aide,cauc,non-free
4,538,male,regular+aide,afam,free
4,631,male,regular+aide,cauc,free
4,574,male,regular+aide,afam,non-free
4,604,female,regular,afam,free
4,588,male,regular+aide,afam,free
4,672,female,small,cauc,free
4,565,male,small,afam,free
4,711,female,regular+aide,cauc,non-free
4,571,female,regular,cauc,free
4,684,male,regular+aide,cauc,non-free
4,520,male,regular,afam,free
4,585,female,regular+aide,cauc,free
4,620,male,small,afam,free
4,571,male,regular+aide,cauc,free
4,631,male,regular+aide,cauc,non-free
4,599,female,regular,cauc,non-free
4,594,female,regular+aide,cauc,non-free
4,589,female,regular+aide,afam,free
4,588,female,regular+aide,cauc,free
4,629,female,regular+aide,afam,free
4,608,male,regular,afam,free
4,583,female,regular,afam,non-free
4,648,female,small,cauc,non-free
4,651,male,small,afam,free
4,606,female,regular+aide,cauc,free
4,672,male,small,cauc,non-free
4,618,female,regular+aide,cauc,non-free
4,655,male,regular,cauc,free
4,599,male,regular,cauc,non-free
4,614,female,regular+aide,afam,free
4,576,female,regular+aide,afam,non-free
4,667,female,regular+aide,cauc,non-free
4,678,female,regular+aide,afam,free
4,618,male,regular+aide,afam,free
4,604,female,regular,cauc,free
4,549,male,regular,cauc,free
4,645,male,regular+aide,cauc,free
4,608,female,regular,afam,free
4,591,female,regular+aide,cauc,non-free
4,659,male,small,afam,free
4,591,female,regular+aide,afam,free
4,648,male,small,cauc,non-free
4,603,male,small,cauc,non-free
4,583,male,regular,afam,free
4,531,female,regular,afam,free
4,620,male,small,cauc,non-free
4,634,female,small,afam,free
4,700,female,regular+aide,other,non-free
4,574,male,regular,cauc,free
4,589,male,regular+aide,cauc,free
4,597,male,regular+aide,cauc,free
4,612,male,small,cauc,non-free
4,570,female,small,afam,free
4,610,female,regular+aide,cauc,non-free
4,648,male,small,cauc,non-free
4,659,female,regular,cauc,non-free
4,583,male,small,cauc,free
4,620,male,regular+aide,cauc,non-free
4,622,female,small,afam,free
4,594,female,regular+aide,afam,free
4,667,female,regular+aide,cauc,non-free
4,645,female,regular+aide,cauc,free
4,648,female,regular,cauc,free
4,567,male,small,cauc,non-free
4,626,male,regular+aide,afam,free
